Data set,"Top 500 authors, by number of publications"
Entity,"Indian Institute of Science Bangalore"
Year range,2011 to 2017
Filtered by,"not filtered"
Types of publications included,all publication types
Self-citations,included

Data source,Scopus
Date last updated,24 February 2017
Date exported,17 March 2017

Name,Publications,Most recent publication,Citations,Citations per Publication,Field-Weighted Citation Impact,h-index,Scopus author ID,Scopus author profile
"Bera, Tushar Kanti",24,2015,198,8.3,3.15,12.0,26639168600,http://www.scopus.com/authid/detail.url?authorId=26639168600
"Borges, Renée Maria",24,2017,102,4.3,0.76,17.0,7005086284,http://www.scopus.com/authid/detail.url?authorId=7005086284
"Ghosh, Prasanta Kumar",24,2016,17,0.7,0.61,22.0,7402072902,http://www.scopus.com/authid/detail.url?authorId=7402072902
"Mani, Monto",24,2017,61,2.5,1.96,7.0,22985886400,http://www.scopus.com/authid/detail.url?authorId=22985886400
"Murthy, Tejas Gorur",24,2017,54,2.3,1.91,9.0,16203664100,http://www.scopus.com/authid/detail.url?authorId=16203664100
"Muthu, Dinesh Victor Suvisesha",24,2016,280,11.7,1.28,16.0,6603412015,http://www.scopus.com/authid/detail.url?authorId=6603412015
"Rao, C.N.R.",24,2015,504,21.0,2.09,109.0,22968535800,http://www.scopus.com/authid/detail.url?authorId=22968535800
"Shanmugaraju, Sankarasekaran",24,2016,755,31.5,2.99,17.0,36461891400,http://www.scopus.com/authid/detail.url?authorId=36461891400
"Sinha, Aninda",24,2016,503,21.0,2.34,21.0,56234492700,http://www.scopus.com/authid/detail.url?authorId=56234492700
"Agarwal, Shivani",23,2016,91,4.0,1.76,11.0,55452891800,http://www.scopus.com/authid/detail.url?authorId=55452891800
"Biswas, Sanjay Kumar",23,2014,128,5.6,0.71,20.0,55032702700,http://www.scopus.com/authid/detail.url?authorId=55032702700
"Chakravarty, Akhil R.",23,2016,97,4.2,1.63,33.0,7101990669,http://www.scopus.com/authid/detail.url?authorId=7101990669
"Chatterji, Dipankar",23,2015,154,6.7,0.63,12.0,56216703800,http://www.scopus.com/authid/detail.url?authorId=56216703800
"Dukkipati, Ambedkar",23,2017,17,0.7,0.39,4.0,9248163900,http://www.scopus.com/authid/detail.url?authorId=9248163900
"Ghosal, Ashitava",23,2017,71,3.1,0.61,18.0,35586861300,http://www.scopus.com/authid/detail.url?authorId=35586861300
"Gopal, Balasubramanian Anitha",23,2016,69,3.0,0.33,15.0,7004519070,http://www.scopus.com/authid/detail.url?authorId=7004519070
"Manohar, Chandwani S.",23,2017,64,2.8,0.60,18.0,7005819803,http://www.scopus.com/authid/detail.url?authorId=7005819803
"Misra, Abha",23,2016,141,6.1,1.29,10.0,57191287211,http://www.scopus.com/authid/detail.url?authorId=57191287211
"Misra, Neeldhara",23,2017,22,1.0,0.93,8.0,26021383200,http://www.scopus.com/authid/detail.url?authorId=26021383200
"Mukherjee, Santanu",23,2016,381,16.6,1.84,20.0,9435874100,http://www.scopus.com/authid/detail.url?authorId=9435874100
"Nongthomba, Upendra",23,2016,89,3.9,0.81,12.0,6507599915,http://www.scopus.com/authid/detail.url?authorId=6507599915
"Papa, Fabrice",23,2017,189,8.2,2.10,24.0,15119906600,http://www.scopus.com/authid/detail.url?authorId=15119906600
"Patnaik, Lalit M.",23,2016,9,0.4,2.29,2.0,56770856400,http://www.scopus.com/authid/detail.url?authorId=56770856400
"Penki, Tirupathi Rao",23,2017,173,7.5,1.35,8.0,55789290200,http://www.scopus.com/authid/detail.url?authorId=55789290200
"Ramakrishnan, Kalpathi R.",23,2016,32,1.4,0.75,13.0,7101600367,http://www.scopus.com/authid/detail.url?authorId=7101600367
"Rao, Sudhakar M.",23,2017,64,2.8,0.57,16.0,8068226700,http://www.scopus.com/authid/detail.url?authorId=8068226700
"Savithri, Handanahal Subbarao",23,2014,109,4.7,0.40,9.0,56041232500,http://www.scopus.com/authid/detail.url?authorId=56041232500
"Srinivasa, Shayan Garani",23,2016,47,2.0,1.05,4.0,8393074100,http://www.scopus.com/authid/detail.url?authorId=8393074100
"Vadhiyar, Sathish S.",23,2017,36,1.6,0.86,9.0,6602986999,http://www.scopus.com/authid/detail.url?authorId=6602986999
"Vasudevan, Sukumaran",23,2015,487,21.2,2.05,25.0,7103140546,http://www.scopus.com/authid/detail.url?authorId=7103140546
"Verma, Ashish",23,2017,60,2.6,0.71,11.0,35812639700,http://www.scopus.com/authid/detail.url?authorId=35812639700
"Vishveshwara, Saraswathi",23,2016,182,7.9,0.80,22.0,7006462879,http://www.scopus.com/authid/detail.url?authorId=7006462879
"Bobji, Musuvathi S.",22,2016,80,3.6,0.98,14.0,6602678056,http://www.scopus.com/authid/detail.url?authorId=6602678056
"Choudhuri, Arnab Rai",22,2017,243,11.0,1.40,19.0,7005062370,http://www.scopus.com/authid/detail.url?authorId=7005062370
"David, Justin R.",22,2017,186,8.5,0.99,17.0,7401663621,http://www.scopus.com/authid/detail.url?authorId=7401663621
"Misra, Abha",22,2016,92,4.2,1.05,7.0,56344021500,http://www.scopus.com/authid/detail.url?authorId=56344021500
"Murty, Musti Narasimha",22,2016,29,1.3,0.19,14.0,55664308900,http://www.scopus.com/authid/detail.url?authorId=55664308900
"Raghothama, Srinivasarao Rao",22,2017,83,3.8,0.47,20.0,8874032400,http://www.scopus.com/authid/detail.url?authorId=8874032400
"Rao, K. Narasimha",22,2015,91,4.1,0.61,12.0,7404813134,http://www.scopus.com/authid/detail.url?authorId=7404813134
"Sharma, Prateek",22,2016,317,14.4,1.16,19.0,24829553200,http://www.scopus.com/authid/detail.url?authorId=24829553200
"Sridharan, Asuri",22,2016,47,2.1,0.71,23.0,55391638800,http://www.scopus.com/authid/detail.url?authorId=55391638800
"Vempati, Sudhir Kumar",22,2016,122,5.5,0.72,14.0,36054119500,http://www.scopus.com/authid/detail.url?authorId=36054119500
"Barpanda, Prabeer",21,2017,297,14.1,2.52,24.0,12785342800,http://www.scopus.com/authid/detail.url?authorId=12785342800
"Chanakya, Hoysala N.",21,2017,121,5.8,0.71,13.0,6603073232,http://www.scopus.com/authid/detail.url?authorId=6603073232
"Chaudhari, Sachin R.",21,2016,180,8.6,1.03,9.0,36909403200,http://www.scopus.com/authid/detail.url?authorId=36909403200
"Das, Saumitra",21,2016,163,7.8,0.93,7.0,55628572874,http://www.scopus.com/authid/detail.url?authorId=55628572874
"Jog, Chanda J.",21,2017,99,4.7,0.45,17.0,7003361555,http://www.scopus.com/authid/detail.url?authorId=7003361555
"Kasthurirengan, Srinivasan",21,2016,100,4.8,0.86,7.0,6602667141,http://www.scopus.com/authid/detail.url?authorId=6602667141
"Riotte, Jean",21,2017,105,5.0,1.47,16.0,35235149400,http://www.scopus.com/authid/detail.url?authorId=35235149400
"Sharma, Maya C.",21,2016,195,9.3,2.46,8.0,55800312500,http://www.scopus.com/authid/detail.url?authorId=55800312500
"Sinha, Anindya",21,2016,44,2.1,0.36,13.0,7403679950,http://www.scopus.com/authid/detail.url?authorId=7403679950
"Srikant, Y. N.",21,2016,20,1.0,0.31,8.0,6701541371,http://www.scopus.com/authid/detail.url?authorId=6701541371
"Gole, Bappaditya",20,2016,794,39.7,4.36,17.0,30467654700,http://www.scopus.com/authid/detail.url?authorId=30467654700
"Gurumoorthy, Balan",20,2017,29,1.5,0.25,11.0,56145803400,http://www.scopus.com/authid/detail.url?authorId=56145803400
"Jog, Chandrashekhar S.",20,2016,48,2.4,0.41,11.0,7003361556,http://www.scopus.com/authid/detail.url?authorId=7003361556
"Kishore",20,2016,109,5.5,0.91,24.0,55296317500,http://www.scopus.com/authid/detail.url?authorId=55296317500
"Menon, Reghu",20,2014,141,7.1,1.05,20.0,7202283509,http://www.scopus.com/authid/detail.url?authorId=7202283509
"Mujumdar, Pradeep P.",20,2016,139,7.0,2.13,22.0,6603910469,http://www.scopus.com/authid/detail.url?authorId=6603910469
"Nandi, Dipankar",20,2017,95,4.8,0.49,14.0,56242401800,http://www.scopus.com/authid/detail.url?authorId=56242401800
"Pal, Debnath",20,2017,33,1.7,0.30,17.0,7201701218,http://www.scopus.com/authid/detail.url?authorId=7201701218
"Raghu Prasad, B. K.",20,2015,131,6.6,0.77,7.0,55934872000,http://www.scopus.com/authid/detail.url?authorId=55934872000
"Raghunandan, Basavanahalli N.",20,2016,89,4.5,0.78,12.0,6701746466,http://www.scopus.com/authid/detail.url?authorId=6701746466
"Roy, Shibayan",20,2016,274,13.7,1.76,13.0,22951885200,http://www.scopus.com/authid/detail.url?authorId=22951885200
"Shenoy, Vijay B.",20,2016,336,16.8,1.86,26.0,35512522300,http://www.scopus.com/authid/detail.url?authorId=35512522300
"Shevade, Shirish Krishnaj",20,2016,28,1.4,0.16,11.0,6602108054,http://www.scopus.com/authid/detail.url?authorId=6602108054
"Sikdar, Sujit Kumar",20,2016,38,1.9,0.25,13.0,35515670600,http://www.scopus.com/authid/detail.url?authorId=35515670600
"Srinivas, V. V.",20,2016,46,2.3,0.35,15.0,14619799100,http://www.scopus.com/authid/detail.url?authorId=14619799100
"Thukaram, Dhadbanjan",20,2016,44,2.2,0.50,19.0,7003677689,http://www.scopus.com/authid/detail.url?authorId=7003677689
"Tomar, Gaurav",20,2016,42,2.1,0.57,12.0,12139875600,http://www.scopus.com/authid/detail.url?authorId=12139875600
"Venkatarama Reddy, Byrasandra Venkataramanappa",20,2017,69,3.5,1.83,6.0,55926074800,http://www.scopus.com/authid/detail.url?authorId=55926074800
"Balakrishnan, Rohini",19,2016,99,5.2,0.74,13.0,7006222007,http://www.scopus.com/authid/detail.url?authorId=7006222007
"Chaudhuri, Swetaprovo",19,2016,37,1.9,0.68,10.0,24178972900,http://www.scopus.com/authid/detail.url?authorId=24178972900
"Chokshi, Atul H.",19,2017,87,4.6,0.64,19.0,7005061932,http://www.scopus.com/authid/detail.url?authorId=7005061932
"Dighe, Rajan R.",19,2016,222,11.7,0.91,21.0,7003628872,http://www.scopus.com/authid/detail.url?authorId=7003628872
"Ganesan, Sashikumaar",19,2017,74,3.9,1.12,10.0,55431644600,http://www.scopus.com/authid/detail.url?authorId=55431644600
"Ghosh, Prosenjit",19,2016,53,2.8,0.55,13.0,55427760200,http://www.scopus.com/authid/detail.url?authorId=55427760200
"Gudi, Thirupathi",19,2017,75,3.9,0.98,10.0,23479796400,http://www.scopus.com/authid/detail.url?authorId=23479796400
"Jayanth, G. R.",19,2017,24,1.3,0.47,6.0,13612167400,http://www.scopus.com/authid/detail.url?authorId=13612167400
"Kanhirodan, Rajan",19,2017,33,1.7,0.50,4.0,14519352500,http://www.scopus.com/authid/detail.url?authorId=14519352500
"Khan, Imran",19,2015,367,19.3,1.95,13.0,55532251100,http://www.scopus.com/authid/detail.url?authorId=55532251100
"Krishnan, Chethan",19,2016,94,4.9,0.98,12.0,16643348100,http://www.scopus.com/authid/detail.url?authorId=16643348100
"Mohan Kumar, M. S.",19,2017,20,1.1,0.44,9.0,6601909388,http://www.scopus.com/authid/detail.url?authorId=6601909388
"Praveena, K.",19,2016,113,5.9,1.92,10.0,24437042700,http://www.scopus.com/authid/detail.url?authorId=24437042700
"Rajendran, Chittenipattu P.",19,2013,120,6.3,0.62,18.0,7006403476,http://www.scopus.com/authid/detail.url?authorId=7006403476
"Rao, Karthik",19,2017,333,17.5,6.13,14.0,7404811578,http://www.scopus.com/authid/detail.url?authorId=7404811578
"Suguna, Kaza",19,2016,77,4.1,0.34,19.0,6603759895,http://www.scopus.com/authid/detail.url?authorId=6603759895
"Thangavelu, Sundaram",19,2016,22,1.2,0.39,9.0,7003866727,http://www.scopus.com/authid/detail.url?authorId=7003866727
"Bhat, HL L.",18,2016,53,2.9,0.65,21.0,7102392502,http://www.scopus.com/authid/detail.url?authorId=7102392502
"Cherayil, Binny J.",18,2016,26,1.4,0.23,17.0,56231452700,http://www.scopus.com/authid/detail.url?authorId=56231452700
"D'Silva, Patrick R.",18,2016,183,10.2,1.22,14.0,6506576062,http://www.scopus.com/authid/detail.url?authorId=6506576062
"Gururaja, Suhasini",18,2016,16,0.9,0.69,4.0,8927453600,http://www.scopus.com/authid/detail.url?authorId=8927453600
"Harbola, Upendra",18,2016,73,4.1,0.71,16.0,6603088940,http://www.scopus.com/authid/detail.url?authorId=6603088940
"Hari, K. V. S.",18,2017,24,1.3,1.05,8.0,7003680985,http://www.scopus.com/authid/detail.url?authorId=7003680985
"Jouquet, Pascal",18,2017,58,3.2,2.54,19.0,7801590238,http://www.scopus.com/authid/detail.url?authorId=7801590238
"Krishnamurthy, H. R.",18,2016,61,3.4,0.79,26.0,7004583862,http://www.scopus.com/authid/detail.url?authorId=7004583862
"Mathew, Mary K.",18,2015,28,1.6,0.52,3.0,35318270000,http://www.scopus.com/authid/detail.url?authorId=35318270000
"Mukerjee, Subroto K.",18,2016,156,8.7,1.51,15.0,14627620800,http://www.scopus.com/authid/detail.url?authorId=14627620800
"Murthy, Aditya",18,2017,63,3.5,0.29,12.0,7102236010,http://www.scopus.com/authid/detail.url?authorId=7102236010
"Naik, Ramakanta T.",18,2013,100,5.6,0.68,9.0,24830816500,http://www.scopus.com/authid/detail.url?authorId=24830816500
"Natarajan, Krishnamoorthy A.",18,2016,53,2.9,0.79,24.0,35173462500,http://www.scopus.com/authid/detail.url?authorId=35173462500
"Punnathanam, Sudeep N.",18,2016,133,7.4,1.17,10.0,6507634861,http://www.scopus.com/authid/detail.url?authorId=6507634861
"Ramanathan, Krishna Venkatachala",18,2016,115,6.4,0.73,14.0,7101946112,http://www.scopus.com/authid/detail.url?authorId=7101946112
"Ramaswamy, Sriram",18,2016,619,34.4,4.03,28.0,7201359374,http://www.scopus.com/authid/detail.url?authorId=7201359374
"Srinivasan, Jayes",18,2017,76,4.2,0.60,10.0,55639317700,http://www.scopus.com/authid/detail.url?authorId=55639317700
"Thomas, Mammen Joy",18,2016,49,2.7,0.52,4.0,55472096000,http://www.scopus.com/authid/detail.url?authorId=55472096000
"Venkatesh Babu, R.",18,2016,55,3.1,1.24,7.0,15926470700,http://www.scopus.com/authid/detail.url?authorId=15926470700
"Dikundwar, Amol G.",17,2015,330,19.4,1.35,11.0,36105248200,http://www.scopus.com/authid/detail.url?authorId=36105248200
"Dixit, Narendra M.",17,2016,112,6.6,0.81,18.0,7004209892,http://www.scopus.com/authid/detail.url?authorId=7004209892
"Gopalakrishnan, Jagannatha",17,2016,83,4.9,0.90,25.0,36794761100,http://www.scopus.com/authid/detail.url?authorId=36794761100
"Govindarajan, Sathish",17,2017,14,0.8,0.38,5.0,7102763456,http://www.scopus.com/authid/detail.url?authorId=7102763456
"Gurao, Nilesh Prakash",17,2014,163,9.6,1.23,12.0,23987662000,http://www.scopus.com/authid/detail.url?authorId=23987662000
"Gurtoo, Anjula",17,2017,44,2.6,0.50,7.0,22135152200,http://www.scopus.com/authid/detail.url?authorId=22135152200
"Jampana, Nagaraju",17,2017,109,6.4,0.93,4.0,8590788500,http://www.scopus.com/authid/detail.url?authorId=8590788500
"Kar, Goutam Prasanna",17,2016,159,9.4,2.41,8.0,56083939300,http://www.scopus.com/authid/detail.url?authorId=56083939300
"Kulkarni, Anil V.",17,2017,102,6.0,0.80,12.0,7401950020,http://www.scopus.com/authid/detail.url?authorId=7401950020
"Madhavi Latha, G.",17,2017,35,2.1,0.34,13.0,7003464201,http://www.scopus.com/authid/detail.url?authorId=7003464201
"Mehta, Goverdhan",17,2015,85,5.0,0.49,31.0,7101639026,http://www.scopus.com/authid/detail.url?authorId=7101639026
"Nagaraju, Ganesh",17,2015,184,10.8,1.40,12.0,8947248800,http://www.scopus.com/authid/detail.url?authorId=8947248800
"Narayanan, Rishikesh",17,2017,103,6.1,0.69,11.0,23061638600,http://www.scopus.com/authid/detail.url?authorId=23061638600
"Pavan, Mysore Srinivas",17,2016,243,14.3,2.11,8.0,54407429500,http://www.scopus.com/authid/detail.url?authorId=54407429500
"Rajan, Kanhirodan Soundar",17,2015,73,4.3,1.72,8.0,8660812200,http://www.scopus.com/authid/detail.url?authorId=8660812200
"Ramakrishnan, Shoba",17,2015,183,10.8,1.08,11.0,7201978436,http://www.scopus.com/authid/detail.url?authorId=7201978436
"Ramanathan, Murali Krishna",17,2016,44,2.6,1.72,10.0,7005717319,http://www.scopus.com/authid/detail.url?authorId=7005717319
"Rao, Desirazu Nageshwar",17,2016,114,6.7,0.80,20.0,7401511848,http://www.scopus.com/authid/detail.url?authorId=7401511848
"Sebastian, KL L.",17,2014,41,2.4,0.27,13.0,7003722791,http://www.scopus.com/authid/detail.url?authorId=7003722791
"Sengupta, Debasis K.",17,2016,80,4.7,3.71,19.0,7103038777,http://www.scopus.com/authid/detail.url?authorId=7103038777
"Shamala, Narayanaswamy",17,2016,112,6.6,0.55,23.0,7003632037,http://www.scopus.com/authid/detail.url?authorId=7003632037
"Sharma, Seema J.",17,2016,184,10.8,5.13,57.0,56713058200,http://www.scopus.com/authid/detail.url?authorId=56713058200
"Simmhan, Yogesh",17,2017,33,1.9,3.23,16.0,8109934200,http://www.scopus.com/authid/detail.url?authorId=8109934200
"Thomas, Sajesh P.",17,2015,373,21.9,2.32,9.0,55044487000,http://www.scopus.com/authid/detail.url?authorId=55044487000
"Vaidya, Sachindeo J.",17,2016,37,2.2,0.30,15.0,7102696870,http://www.scopus.com/authid/detail.url?authorId=7102696870
"Vasu, K. S.",17,2016,161,9.5,4.56,9.0,56638749000,http://www.scopus.com/authid/detail.url?authorId=56638749000
"Balachandra, P.",16,2016,199,12.4,1.17,16.0,6602244225,http://www.scopus.com/authid/detail.url?authorId=6602244225
"Bar, Arun Kumar Umar",16,2014,768,48.0,4.28,18.0,24740692300,http://www.scopus.com/authid/detail.url?authorId=24740692300
"Bhat, Moodabidri R.",16,2017,95,5.9,1.04,11.0,7102579037,http://www.scopus.com/authid/detail.url?authorId=7102579037
"Brahma, Sanjaya",16,2015,44,2.8,0.48,7.0,55500382800,http://www.scopus.com/authid/detail.url?authorId=55500382800
"Braun, Jean Jacques",16,2016,98,6.1,0.86,20.0,55728545900,http://www.scopus.com/authid/detail.url?authorId=55728545900
"Chakraborty, Arindam",16,2017,51,3.2,0.29,13.0,25226620200,http://www.scopus.com/authid/detail.url?authorId=25226620200
"Chaturvedi, Rajiv Kumar",16,2017,121,7.6,0.58,8.0,16743907700,http://www.scopus.com/authid/detail.url?authorId=16743907700
"Das, Puspendu Kumar",16,2016,32,2.0,0.35,18.0,35086076300,http://www.scopus.com/authid/detail.url?authorId=35086076300
"Ghosh, Debraj",16,2016,30,1.9,0.41,7.0,12645130100,http://www.scopus.com/authid/detail.url?authorId=12645130100
"Gnanadhas, Divya Prakash",16,2016,171,10.7,1.11,9.0,52663506500,http://www.scopus.com/authid/detail.url?authorId=52663506500
"Gopinath, Kodaganur S.",16,2016,43,2.7,2.04,17.0,35857970300,http://www.scopus.com/authid/detail.url?authorId=35857970300
"Gupta, Preeti K.",16,2016,26,1.6,0.19,13.0,55353032900,http://www.scopus.com/authid/detail.url?authorId=55353032900
"Hegde, Manjanath Subraya",16,2015,131,8.2,0.66,41.0,56133495900,http://www.scopus.com/authid/detail.url?authorId=56133495900
"Jagannadh, Veerendra Kalyan",16,2016,18,1.1,1.85,2.0,56503918400,http://www.scopus.com/authid/detail.url?authorId=56503918400
"Javvaji, Brahmanandam",16,2017,30,1.9,1.10,3.0,55210841700,http://www.scopus.com/authid/detail.url?authorId=55210841700
"Karanth, K. Praveen",16,2016,84,5.3,1.19,11.0,7004329713,http://www.scopus.com/authid/detail.url?authorId=7004329713
"Kumar, Arun Praveen",16,2016,147,9.2,1.04,26.0,55716703500,http://www.scopus.com/authid/detail.url?authorId=55716703500
"Kumar, Subodh Suresh",16,2017,153,9.6,1.65,8.0,55584644000,http://www.scopus.com/authid/detail.url?authorId=55584644000
"Mathew, Kallarackal K.",16,2014,196,12.3,1.79,7.0,55863913600,http://www.scopus.com/authid/detail.url?authorId=55863913600
"Mukherjee, Arijit",16,2015,740,46.3,4.28,12.0,55453755300,http://www.scopus.com/authid/detail.url?authorId=55453755300
"Punith Kumar, M. K.",16,2016,48,3.0,0.75,6.0,52063793600,http://www.scopus.com/authid/detail.url?authorId=52063793600
"Radhakrishna, Sindhu",16,2017,22,1.4,0.35,5.0,56234881200,http://www.scopus.com/authid/detail.url?authorId=56234881200
"Raghavan, Srinivasan",16,2016,51,3.2,0.81,5.0,56443485500,http://www.scopus.com/authid/detail.url?authorId=56443485500
"Saha, Dipankar",16,2016,60,3.8,0.54,5.0,56693099500,http://www.scopus.com/authid/detail.url?authorId=56693099500
"Samanta, Dipak",16,2016,259,16.2,1.99,11.0,54414881500,http://www.scopus.com/authid/detail.url?authorId=54414881500
"Sankolli, Ravish",16,2014,115,7.2,0.62,7.0,36810497200,http://www.scopus.com/authid/detail.url?authorId=36810497200
"Singh, Gaurav S.",16,2016,103,6.4,1.33,11.0,55673170100,http://www.scopus.com/authid/detail.url?authorId=55673170100
"Talukdar, Partha Pratim",16,2016,45,2.8,2.17,11.0,25652280700,http://www.scopus.com/authid/detail.url?authorId=25652280700
"Tothadi, Srinu",16,2015,607,37.9,3.77,11.0,53985304800,http://www.scopus.com/authid/detail.url?authorId=53985304800
"Vyas, Akondi",16,2011,3,0.2,0.05,7.0,36005236800,http://www.scopus.com/authid/detail.url?authorId=36005236800
"Xavier, Priti",16,2017,120,7.5,1.62,8.0,55800948200,http://www.scopus.com/authid/detail.url?authorId=55800948200
"Ajitkumar, Parthasarathi",15,2017,47,3.1,0.34,9.0,6601905634,http://www.scopus.com/authid/detail.url?authorId=6601905634
"Bali, Ashoka",15,2016,60,4.0,0.96,5.0,49862770800,http://www.scopus.com/authid/detail.url?authorId=49862770800
"Banerjee, Gaurab K.",15,2017,27,1.8,2.62,8.0,7006313491,http://www.scopus.com/authid/detail.url?authorId=7006313491
"Bhat, Manoj Seetharama",15,2016,11,0.7,0.53,6.0,7102579014,http://www.scopus.com/authid/detail.url?authorId=7102579014
"Bid, Aveek",15,2017,28,1.9,0.32,9.0,9639515800,http://www.scopus.com/authid/detail.url?authorId=9639515800
"Bondhugula, Uday Kumar R",15,2016,54,3.6,2.80,11.0,15922090000,http://www.scopus.com/authid/detail.url?authorId=15922090000
"Chetty, Raju",15,2016,82,5.5,2.41,5.0,55828913500,http://www.scopus.com/authid/detail.url?authorId=55828913500
"Datta, Basudeb",15,2017,43,2.9,2.97,8.0,7102013180,http://www.scopus.com/authid/detail.url?authorId=7102013180
"Deepa, K. G.",15,2016,89,5.9,0.84,7.0,14420896000,http://www.scopus.com/authid/detail.url?authorId=14420896000
"Deshpande, Parag Arvind",15,2013,397,26.5,1.97,12.0,25927853400,http://www.scopus.com/authid/detail.url?authorId=25927853400
"Dubey, Ritesh Kumar",15,2016,344,22.9,3.19,9.0,56921450600,http://www.scopus.com/authid/detail.url?authorId=56921450600
"Ghosh, Mrinal Kanti",15,2016,25,1.7,0.29,10.0,7203046820,http://www.scopus.com/authid/detail.url?authorId=7203046820
"Holla, Sahana",15,2016,136,9.1,1.55,6.0,54795025100,http://www.scopus.com/authid/detail.url?authorId=54795025100
"Hussain, Akhtar H M Shahadat",15,2015,326,21.7,2.30,19.0,55112534300,http://www.scopus.com/authid/detail.url?authorId=55112534300
"Jayabaskaran, Chelliah",15,2016,108,7.2,0.78,9.0,6701846407,http://www.scopus.com/authid/detail.url?authorId=6701846407
"Kanade, Aditya",15,2016,42,2.8,2.43,6.0,13607066100,http://www.scopus.com/authid/detail.url?authorId=13607066100
"Kottokkaran, Ranjith",15,2014,103,6.9,0.87,9.0,55248579700,http://www.scopus.com/authid/detail.url?authorId=55248579700
"Kumar, Sanjeev Krishna Krishna",15,2016,127,8.5,0.81,37.0,21743099500,http://www.scopus.com/authid/detail.url?authorId=21743099500
"Kumar, Vijith Dinesh",15,2014,37,2.5,0.34,5.0,56969783400,http://www.scopus.com/authid/detail.url?authorId=56969783400
"Madhavan, Raj Raja",15,2016,32,2.1,0.40,13.0,7005652060,http://www.scopus.com/authid/detail.url?authorId=7005652060
"Mathirajan, M.",15,2016,29,1.9,0.30,11.0,6507778340,http://www.scopus.com/authid/detail.url?authorId=6507778340
"Modak, Jayant M.",15,2017,80,5.3,1.07,24.0,7005805720,http://www.scopus.com/authid/detail.url?authorId=7005805720
"Mukherjee, Sandip",15,2014,473,31.5,3.23,16.0,35741284900,http://www.scopus.com/authid/detail.url?authorId=35741284900
"Narasimhan, T. Lakshmi",15,2016,64,4.3,6.17,4.0,55336895400,http://www.scopus.com/authid/detail.url?authorId=55336895400
"Nayak, Manjunatha M.",15,2017,45,3.0,0.64,9.0,7004555560,http://www.scopus.com/authid/detail.url?authorId=7004555560
"Padmanaban, Govindarajan",15,2016,83,5.5,0.53,22.0,7006048989,http://www.scopus.com/authid/detail.url?authorId=7006048989
"Prasad, Vishnu Siddeswara R K",15,2015,98,6.5,0.72,11.0,8309856900,http://www.scopus.com/authid/detail.url?authorId=8309856900
"Rajanikanth, B. S.",15,2016,30,2.0,0.37,12.0,6701695248,http://www.scopus.com/authid/detail.url?authorId=6701695248
"Rathod, Vivek T.",15,2016,59,3.9,1.06,5.0,26644327100,http://www.scopus.com/authid/detail.url?authorId=26644327100
"Roy, Susmita K.",15,2015,168,11.2,1.27,12.0,55462065100,http://www.scopus.com/authid/detail.url?authorId=55462065100
"Samanta, Suman Kalyan",15,2017,365,24.3,2.13,15.0,55418444800,http://www.scopus.com/authid/detail.url?authorId=55418444800
"Satish, Lakshminarayana",15,2016,76,5.1,1.38,15.0,6602877946,http://www.scopus.com/authid/detail.url?authorId=6602877946
"Sen., Dibakar",15,2016,13,0.9,0.35,3.0,55596658400,http://www.scopus.com/authid/detail.url?authorId=55596658400
"Shanker, Kartik",15,2016,101,6.7,1.31,15.0,56251731100,http://www.scopus.com/authid/detail.url?authorId=56251731100
"Shivananju, Bannur Nanjunda",15,2015,62,4.1,0.83,4.0,36572467600,http://www.scopus.com/authid/detail.url?authorId=36572467600
"Singh, Virendra K.",15,2012,46,3.1,1.35,8.0,55204645700,http://www.scopus.com/authid/detail.url?authorId=55204645700
"Thomas, Tiju Glyn",15,2015,108,7.2,1.47,15.0,34870758900,http://www.scopus.com/authid/detail.url?authorId=34870758900
"Vinayachandran, P. N.",15,2017,56,3.7,1.17,23.0,6602570835,http://www.scopus.com/authid/detail.url?authorId=6602570835
"Ambat, Sooraj K.",14,2016,50,3.6,0.91,4.0,36719781300,http://www.scopus.com/authid/detail.url?authorId=36719781300
"Ananthakrishna, Garani",14,2017,66,4.7,0.51,18.0,56243804200,http://www.scopus.com/authid/detail.url?authorId=56243804200
"Avadhani, Ganesh S.",14,2017,117,8.4,1.80,7.0,7801423321,http://www.scopus.com/authid/detail.url?authorId=7801423321
"Banerjee, Abhishek",14,2016,96,6.9,1.30,14.0,36469745500,http://www.scopus.com/authid/detail.url?authorId=36469745500
"Bhattacharyya, Arpan",14,2016,193,13.8,1.90,6.0,55504350300,http://www.scopus.com/authid/detail.url?authorId=55504350300
"Chakraborty, Tushar Kanti",14,2016,37,2.6,0.44,26.0,34975190400,http://www.scopus.com/authid/detail.url?authorId=34975190400
"Chandrasekhar, Sosale",14,2015,22,1.6,0.70,11.0,7201412201,http://www.scopus.com/authid/detail.url?authorId=7201412201
"Chatterjee, Sanjit",14,2016,23,1.6,0.80,8.0,8927389600,http://www.scopus.com/authid/detail.url?authorId=8927389600
"Choudhury, Abhik Narayan",14,2017,43,3.1,2.93,9.0,35776005900,http://www.scopus.com/authid/detail.url?authorId=35776005900
"Datta, Sougata",14,2016,246,17.6,2.27,10.0,54787683100,http://www.scopus.com/authid/detail.url?authorId=54787683100
"Dinesh, Narasimhian S.",14,2017,18,1.3,0.47,4.0,24398291500,http://www.scopus.com/authid/detail.url?authorId=24398291500
