Rank,Title,Teaching,International Outlook,Research,Citations,Industry Income,Overall
601-800,"Kyungpook National UniversityKorea, Republic of",19.2,23.4,17.9,21.4,39.6,-
601-800,University of La FronteraChile,14.3,40.9,10.2,22.8,53,-
601-800,University of La LagunaSpain,16.9,47.1,9.6,48.5,32.7,-
601-800,Leeds Beckett UniversityUnited Kingdom,15.7,41.5,10.8,28.4,32.6,-
601-800,University of LincolnUnited Kingdom,15.8,61.2,12.1,22.6,33.3,-
601-800,University of LjubljanaSlovenia,24,35.8,14.7,27.3,35.4,-
601-800,London Metropolitan UniversityUnited Kingdom,16.1,82,11.5,19.4,32.6,-
601-800,Manchester Metropolitan UniversityUnited Kingdom,18.2,57.2,11.4,32.8,32.3,-
601-800,Masaryk UniversityCzech Republic,20.8,54.3,18.1,34.3,33.5,-
601-800,Miami UniversityUnited States,21.3,28,18.5,40.1,34.2,-
601-800,Middle East Technical UniversityTurkey,27.3,27.8,19.5,31.4,58.8,-
601-800,University of MurciaSpain,18.4,32,12.7,31,33.5,-
601-800,Nagasaki UniversityJapan,25.1,23.7,10.8,17.9,35,-
601-800,Nagoya City UniversityJapan,26.1,18.4,12.2,31.2,41.5,-
601-800,Nagoya Institute of TechnologyJapan,19.1,19.7,18.7,18.5,48,-
601-800,Nanjing Agricultural UniversityChina,22.8,16.4,15.2,38.6,42.9,-
601-800,Nanjing Medical UniversityChina,27.2,18.2,22.9,33,33.2,-
601-800,Nanjing Normal UniversityChina,17.9,15.7,9,33.8,46.9,-
601-800,National Central UniversityTaiwan,26.6,28.4,23.6,21.3,65.8,-
601-800,National Chung Cheng UniversityTaiwan,19.6,18.5,21.6,17.5,39.7,-
601-800,National Chung Hsing UniversityTaiwan,18.8,18.5,15.4,25.5,42.1,-
601-800,National Institute of Technology RourkelaIndia,21.5,14,8.6,31.7,32.7,-
601-800,National University of Sciences and TechnologyPakistan,19.9,35.2,8.1,36.2,32.6,-
601-800,National Sun Yat-Sen UniversityTaiwan,23.8,26.4,27.2,28.9,44.5,-
601-800,National Taiwan Ocean UniversityTaiwan,16.3,21.1,18.7,23,51.3,-
601-800,Niigata UniversityJapan,23.7,22.2,10.6,19.1,36.1,-
601-800,University of North Carolina at GreensboroUnited States,19.3,19.4,15.5,41.6,33.2,-
601-800,Northeast Normal UniversityChina,19,15,5.1,54.2,34,-
601-800,Northeastern UniversityChina,21,24.8,22,7.8,98.6,-
601-800,Northumbria UniversityUnited Kingdom,17.6,61.2,13.2,38.4,33,-
601-800,Northwestern Polytechnical UniversityChina,26.3,16.4,27.2,8.4,78.3,-
601-800,Nottingham Trent UniversityUnited Kingdom,16.1,55.3,10.6,32.2,32.3,-
601-800,Oakland UniversityUnited States,17.4,24.5,11.8,24.5,33.5,-
601-800,Ohio UniversityUnited States,24.9,29.5,14.2,28.5,34.2,-
601-800,Okayama UniversityJapan,26.1,21.9,14.6,26.4,44,-
601-800,Osaka City UniversityJapan,28.5,21.8,13.4,33.6,40.2,-
601-800,University of OviedoSpain,18.3,30.5,12.4,44.2,33.4,-
601-800,Palacký University in OlomoucCzech Republic,19,52.2,12.6,40.8,32.9,-
601-800,Panjab UniversityIndia,23.8,15.2,9.2,46.2,32.3,-
601-800,University of PatrasGreece,15.3,34.6,11.4,35.9,43.6,-
601-800,University of PécsHungary,20,55.9,9.1,33.1,38.2,-
601-800,Peter the Great St Petersburg Polytechnic UniversityRussian Federation,30.9,40.1,15.9,17.1,48.8,-
601-800,Pontifical Catholic University of Rio de Janeiro (PUC-Rio)Brazil,27.3,35.2,23.9,20.6,100,-
601-800,Pontifical Catholic University of Rio Grande do Sul (PUCRS)Brazil,20.3,23.1,11.8,28.7,46.2,-
601-800,University of PretoriaSouth Africa,22.7,47.1,24.1,25.6,63.2,-
601-800,Quaid-i-azam UniversityPakistan,18.2,39.9,-,56.9,32.1,-
601-800,Rochester Institute of TechnologyUnited States,19.8,33.8,16.2,30.9,33.7,-
601-800,University of RoehamptonUnited Kingdom,16.6,66.5,17.4,18.3,32.2,-
601-800,University of SalamancaSpain,23.3,44.5,14.4,32.2,35.2,-
601-800,University of SalfordUnited Kingdom,19.6,64.9,14.4,23.7,32.7,-
601-800,University of Santiago de CompostelaSpain,19.8,42.4,14.9,40.9,35.7,-
601-800,São Paulo State University (UNESP)Brazil,29.5,18.8,18.8,9.2,34.5,-
601-800,Savitribai Phule Pune UniversityIndia,38.7,18.6,11.4,14.8,33,-
601-800,University of Science and Technology BeijingChina,26.8,16.3,22.4,10.8,63.3,-
601-800,University of SevilleSpain,19.5,34.4,13.9,33.1,37.9,-
601-800,Shantou UniversityChina,17.5,32.4,10.2,33.3,35.1,-
601-800,Shinshu UniversityJapan,22.3,21.1,11.4,26.2,37.3,-
601-800,"Shiraz UniversityIran, Islamic Republic of",19.1,15.2,19.4,17.7,54.7,-
601-800,Sichuan UniversityChina,26.1,18.3,21.2,20.1,76.3,-
601-800,Sohag UniversityEgypt,21.6,43.4,1.8,30.9,32.1,-
601-800,South China University of TechnologyChina,20.3,18.6,19.4,39.5,67.9,-
601-800,University of Southern QueenslandAustralia,21.8,67.7,14.6,20.7,32.7,-
601-800,Sri Venkateswara UniversityIndia,34.3,15.5,11.5,11.2,32.8,-
601-800,Suez Canal UniversityEgypt,16.6,44.9,22.5,18.7,32.1,-
601-800,Sultan Qaboos UniversityOman,23.2,70.3,9.6,17,40.9,-
601-800,Suranaree University of TechnologyThailand,20.6,31.5,10.9,22.4,33.6,-
601-800,University of SzegedHungary,20.6,50.8,11,30,36.1,-
601-800,Taipei Medical UniversityTaiwan,26.4,28.4,21.1,27.3,97.9,-
601-800,Tallinn University of TechnologyEstonia,14.7,42.5,11.4,44.7,44.7,-
601-800,Tata Institute of Fundamental ResearchIndia,24.4,37.2,10,45.1,32.1,-
601-800,Technical University of MadridSpain,21.9,41.9,13.7,30.8,39.1,-
601-800,Teesside UniversityUnited Kingdom,15.8,44.4,8.8,34.4,32.4,-
601-800,"University of TehranIran, Islamic Republic of",27.8,19.1,12.6,22.1,32.1,-
601-800,"Tehran University of Medical SciencesIran, Islamic Republic of",50.2,15.5,14.2,14.1,33.6,-
601-800,University of Texas at El PasoUnited States,20.7,33,20.9,20.9,32.1,-
601-800,Texas Tech UniversityUnited States,27.7,41.1,16.6,25.4,33.6,-
601-800,Tezpur UniversityIndia,22.4,12.3,14.2,39.8,32.2,-
601-800,University of the West of EnglandUnited Kingdom,15.6,53.3,13.4,38.3,32.9,-
601-800,University of the West of ScotlandUnited Kingdom,14,56.7,10.3,40,32.3,-
601-800,University of the Western CapeSouth Africa,17.9,58.4,14.3,40.1,32.7,-
601-800,TOBB University of Economics and TechnologyTurkey,13.6,30.1,10.6,28.3,32.4,-
601-800,Tokushima UniversityJapan,27.4,18.5,17.9,14.2,54.3,-
601-800,Tokyo University of Agriculture and TechnologyJapan,26.4,20.9,22.9,20.8,44.6,-
601-800,Tokyo University of ScienceJapan,21.1,16.8,23.7,22.5,37.8,-
601-800,Toyohashi University of TechnologyJapan,22.3,24.7,17.2,16.8,47.7,-
601-800,Universiti Kebangsaan MalaysiaMalaysia,30.6,33.8,18.6,11.1,34,-
601-800,Universiti Putra MalaysiaMalaysia,26.9,59.6,24.3,14.4,36.3,-
601-800,Universiti Sains MalaysiaMalaysia,33.1,44.2,16,13.1,37.9,-
601-800,Universiti Teknologi MalaysiaMalaysia,26.8,54.8,15.7,27.1,33.1,-
601-800,Universiti Teknologi PetronasMalaysia,25.1,64.4,17,10.3,65.5,-
601-800,University of VigoSpain,15.5,36.5,11.7,33.2,37,-
601-800,Vilnius UniversityLithuania,19.2,40.4,12.7,35,40.2,-
601-800,Waseda UniversityJapan,25.9,32.4,20,30.1,35.6,-
601-800,West University of TimişoaraRomania,18.1,29.8,7.9,29.2,32.1,-
601-800,University of WestminsterUnited Kingdom,15.6,81,14,22.2,32.4,-
601-800,University of WindsorCanada,18,48.3,13.7,24.7,35.3,-
601-800,Yamagata UniversityJapan,22.3,19.4,10,22.8,50.4,-
601-800,University of YamanashiJapan,25.3,19.8,10.2,19.5,35.9,-
601-800,"Yeungnam UniversityKorea, Republic of",33.1,28,11.4,35,38.9,-
601-800,Yokohama City UniversityJapan,23.8,16.9,6.4,38,39.4,-
601-800,Yuan Ze UniversityTaiwan,17.1,20.9,14.1,25.3,45.7,-
801+,Acharya Nagarjuna UniversityIndia,36.2,17.1,7.8,1.7,39.9,-
801+,Adam Mickiewicz UniversityPoland,17.6,28.1,10.4,20.4,32.7,-
801+,University of Agriculture Faisalabad PakistanPakistan,14.8,26.2,12.2,20.6,32.2,-
801+,Ain Shams UniversityEgypt,19.2,31.2,7.9,9.6,33.3,-
801+,Alexandria UniversityEgypt,16.2,42.2,8.7,20.6,34.8,-
801+,Alexandru Ioan Cuza UniversityRomania,20.1,48.7,11.7,11.2,32.2,-
801+,Amity UniversityIndia,15,16.6,7.5,10,32.9,-
801+,Amrita UniversityIndia,18.7,37.1,6,10.8,44.4,-
801+,Anadolu UniversityTurkey,10.9,15.1,8.9,15.3,39.3,-
801+,Andhra UniversityIndia,33,15,8.1,1.6,35.5,-
801+,Ankara UniversityTurkey,18,18.8,5.3,10.4,32.6,-
801+,Autonomous University of Nuevo LeónMexico,11.6,28.2,6.7,8.1,32.1,-
801+,Autonomous University of PueblaMexico,14.6,22.2,8.2,9.7,32.1,-
801+,Autonomous University of the State of MexicoMexico,15.6,23.1,8.6,5.4,32.4,-
801+,Universidad Autónoma de YucatánMexico,19,27.5,6.9,12,32.9,-
801+,Bahauddin Zakariya UniversityPakistan,13.2,25.8,10.1,24,-,-
801+,Bandung Institute of Technology (ITB)Indonesia,19,28,11.1,1.9,84.4,-
801+,Belarusian State UniversityBelarus,20.1,52.3,9,11,32.1,-
801+,University of BelgradeSerbia,17.4,32.2,12.5,20.7,36.7,-
801+,University of BucharestRomania,22.3,25.5,7.4,9.4,32.2,-
801+,Cairo UniversityEgypt,18.2,30.6,11.8,15.8,33.4,-
801+,Central South UniversityChina,23.7,14.6,11.3,18.5,48.7,-
801+,University of Cergy-PontoiseFrance,18.9,55.8,7.5,16.8,34.8,-
801+,Chiba Institute of TechnologyJapan,13.5,15,9.6,8.9,34.5,-
801+,China University of Mining and TechnologyChina,19.2,13.4,14.4,11.3,65.4,-
801+,Chongqing UniversityChina,18,18.4,17.5,14.4,65.4,-
801+,"Chungnam National UniversityKorea, Republic of",23.6,20.5,9.2,13,48.5,-
801+,Chuo UniversityJapan,23.3,20,8.5,18.6,34.4,-
801+,Cochin University of Science and TechnologyIndia,25.9,14.8,12.8,4.4,32.1,-
801+,University of ColomboSri Lanka,12.2,37,6.8,11,32.1,-
801+,University of Costa RicaCosta Rica,19.3,42.4,7.7,16.6,-,-
801+,Czech University of Life Sciences Prague (CULS)Czech Republic,15.8,65.7,11.4,9.1,48.5,-
801+,University of DebrecenHungary,17.5,48.7,4.3,23.4,37.1,-
801+,Doshisha UniversityJapan,14.7,22.1,6.2,7.2,33.5,-
801+,University of Electronic Science and Technology of ChinaChina,16,17.2,6.6,15,32.1,-
801+,Embry-Riddle Aeronautical UniversityUnited States,18,25.6,6.6,12.2,33.2,-
801+,Erciyes UniversityTurkey,15.4,19.8,10.1,26.6,37.1,-
801+,Federal University of BahiaBrazil,18.5,22.2,5.2,14.4,-,-
801+,Federal University of Ceará (UFC)Brazil,22.9,19.8,4.7,16.6,-,-
801+,Federal University of GoiásBrazil,17.4,18.9,7.1,14,32.1,-
801+,Federal University of Ouro PretoBrazil,14.5,17.2,4.6,13.2,33.9,-
801+,Federal University of PernambucoBrazil,23.5,18.5,5,11.5,32.1,-
801+,Federal University of Rio Grande do Norte (UFRN)Brazil,20.9,18.5,8.2,10.6,44,-
801+,Federal University of Santa MariaBrazil,20.3,14.5,5,7.2,32.8,-
801+,Federal University of São CarlosBrazil,23,21.4,6.8,12.9,32.1,-
801+,Federal University of LavrasBrazil,31.9,14.9,14.2,5.1,43.7,-
801+,Federal University of ViçosaBrazil,21.8,16.2,8.8,6.4,53.1,-
801+,"Ferdowsi University of MashhadIran, Islamic Republic of",21.6,19.3,8.6,16.1,-,-
801+,Fluminense Federal UniversityBrazil,18.4,22.7,7.9,8.5,32.3,-
801+,Fu Jen Catholic UniversityTaiwan,13.8,20.9,9.9,19.3,45.9,-
801+,Gazi UniversityTurkey,17.5,14.5,9.1,9.6,36.8,-
801+,Gdańsk University of TechnologyPoland,14.8,17.6,9.2,28.3,37.6,-
801+,Gifu UniversityJapan,21.8,19.7,12,16.2,36,-
801+,University of GuadalajaraMexico,14.9,27.7,3.1,6.1,32.1,-
801+,Gunma UniversityJapan,22.3,17.1,11.5,13.1,44.1,-
801+,"Hallym UniversityKorea, Republic of",18.6,17.7,7.2,11.3,33.3,-
801+,Hashemite UniversityJordan,8.2,40.8,7.6,20.3,32.1,-
801+,Hosei UniversityJapan,14.1,20.8,4.9,14,33.1,-
801+,University of IbadanNigeria,27.5,28.8,11.3,5.7,40.4,-
801+,University of IndonesiaIndonesia,17.5,33,9.7,12.6,44,-
801+,I-Shou UniversityTaiwan,12.7,27,14.8,15.7,47.9,-
801+,"Islamic Azad University KarajIran, Islamic Republic of",14,15.8,7.8,15.2,32.1,-
801+,Ivane Javakhishvili Tbilisi State UniversityGeorgia,12.1,37.8,9,2.1,32.9,-
801+,Iwate UniversityJapan,19.8,20.2,6.6,12.8,42,-
801+,Jiangsu UniversityChina,20.5,25.2,8.5,11.6,52.8,-
801+,Jinan UniversityChina,19.1,41.9,13.2,14.8,36.7,-
801+,University of JordanJordan,19.2,66.4,6,9.6,33.8,-
801+,Kansai UniversityJapan,24.3,21.4,6.7,9.9,32.7,-
801+,University of KarachiPakistan,17.1,29.4,8.3,4.3,32.1,-
801+,Kasetsart UniversityThailand,14.5,34.7,9.7,8.7,40.2,-
801+,Kaunas University of TechnologyLithuania,17.5,21.5,10.9,4.2,36.1,-
801+,Khon Kaen UniversityThailand,18.5,29.9,8.5,21.3,45.6,-
801+,King Mongkut’s Institute of Technology LadkrabangThailand,14,17.9,21.8,11.3,83.1,-
801+,Kwansei Gakuin UniversityJapan,15.1,25.6,7.1,5.7,32.8,-
801+,Kyushu Institute of TechnologyJapan,18,22.6,10.5,14.3,50.5,-
801+,University of LahorePakistan,12.2,32.1,7.5,10.9,32.1,-
801+,University of LatviaLatvia,21.7,31.8,12,14.9,32.9,-
801+,Lobachevsky State University of Nizhni NovgorodRussian Federation,25.8,23.8,10.9,7.3,41.2,-
801+,University of ŁódźPoland,15.9,21.5,8.3,14.1,32.3,-
801+,London South Bank UniversityUnited Kingdom,14.4,68.5,8.3,15.2,32.5,-
801+,Londrina State UniversityBrazil,19.9,15.5,6.7,7.9,32.1,-
801+,Lviv Polytechnic National UniversityUkraine,16.6,25,7.6,1,32.4,-
801+,Maharaja Sayajirao University of BarodaIndia,15.9,12.3,8.5,16.4,32.3,-
801+,Manipal UniversityIndia,20.7,25,9.2,2.3,32.2,-
801+,Mansoura UniversityEgypt,15.7,37.1,2.6,19,32.1,-
801+,Marmara UniversityTurkey,14.8,19.8,3.2,10.4,32.1,-
801+,University of Marrakech Cadi AyyadMorocco,14.1,41.9,6.8,23.4,34.2,-
801+,Meiji UniversityJapan,14.7,20.9,10.5,16.9,43.2,-
801+,Ming Chuan UniversityTaiwan,12.2,24.8,8,8.8,32.5,-
801+,Mohammed V University of RabatMorocco,21.8,31.3,7.7,9.8,37.6,-
801+,University of MonastirTunisia,15.9,39.4,7,9.6,32.1,-
801+,Nagaoka University of TechnologyJapan,24.2,31.4,12.4,14,38.9,-
801+,University of NairobiKenya,13.6,46.3,10,20.2,32.9,-
801+,Nanjing Tech UniversityChina,15.4,15.7,11.5,16.1,67.7,-
801+,National Chengchi UniversityTaiwan,18.9,41.4,13.7,10.9,34.6,-
801+,National Research University of Electronic Technology (MIET)Russian Federation,18.8,28.3,11.1,11.9,33.8,-
801+,National Research Saratov State UniversityRussian Federation,19.4,31.4,12.3,18.7,36,-
801+,National University of Science and Technology (MISiS)Russian Federation,23.5,40.9,13.9,8.7,50.2,-
801+,National Taipei University of TechnologyTaiwan,15.8,19.1,13.7,17.9,74,-
801+,National Technical University of Ukraine – Kyiv Polytechnic InstituteUkraine,21.8,17.8,9.5,1.5,33.3,-
801+,National University of the SouthArgentina,21.3,17.5,6.9,8.8,-,-
801+,Nicolaus Copernicus University in ToruńPoland,18.6,22.6,8,16.3,33.7,-
801+,Novosibirsk State Technical UniversityRussian Federation,20.3,31.3,10.4,3.2,37.2,-
801+,Ocean University of ChinaChina,18.9,17.2,11.4,21,46.6,-
801+,Oita UniversityJapan,22.7,16.4,7.3,10.3,33.3,-
801+,Osaka Prefecture UniversityJapan,23.2,19.1,11.5,16.9,39.8,-
801+,Osmania UniversityIndia,29.6,9.1,12.2,7.3,32.4,-
801+,University of PardubiceCzech Republic,15.6,23.5,12.1,16.5,32.8,-
801+,Peoples’ Friendship University of RussiaRussian Federation,23.3,44.6,9.8,2.6,35.1,-
801+,Pontifical Catholic University of ParanáBrazil,14.4,19.3,8,24.6,33.9,-
801+,Pontifical Catholic University of ValparaísoChile,14,45.2,10.7,13.5,51.7,-
801+,Prince of Songkla UniversityThailand,14.6,31.2,7.6,25.7,33.2,-
801+,Riga Technical UniversityLatvia,15.8,24.5,10.3,16.2,38.9,-
801+,Rio de Janeiro State University (UERJ)Brazil,20.9,17.8,10.8,17.8,49.2,-
801+,Ritsumeikan UniversityJapan,15.6,24.3,8.5,12.8,33.5,-
801+,Robert Gordon UniversityUnited Kingdom,15,63.4,9.6,15.1,33,-
801+,Saitama Medical UniversityJapan,22.8,13.5,7.3,21.3,37.2,-
801+,Saitama UniversityJapan,19.1,22.6,11,22.8,33.3,-
801+,Samara State Aerospace UniversityRussian Federation,18.3,15.4,7.4,16,46.5,-
801+,"University of Santiago, Chile (USACH)Chile",15.9,40.4,10.8,9.6,32.3,-
801+,SASTRA UniversityIndia,12.9,11.6,7.4,14.7,32.3,-
801+,Sathyabama UniversityIndia,14.8,12.4,7.9,3.7,32.4,-
801+,Sechenov First Moscow State Medical UniversityRussian Federation,25.4,23.8,9.1,-,33.4,-
801+,"University of SeoulKorea, Republic of",22,21.2,8.7,20.1,33,-
801+,Shaanxi Normal UniversityChina,16.4,14.5,9,21.7,32.1,-
801+,"Shahid Beheshti UniversityIran, Islamic Republic of",18.9,15.1,14.8,14.8,53.8,-
801+,Shanghai UniversityChina,18.1,16,14.7,19.8,44.5,-
801+,Sheffield Hallam UniversityUnited Kingdom,16.6,48.6,10.3,19.7,32.5,-
801+,Shibaura Institute of Technology TokyoJapan,15.8,17.1,8.4,6.9,34.6,-
801+,Shimane UniversityJapan,22.5,17.3,9.1,10.1,35.4,-
801+,Shizuoka UniversityJapan,17.4,22.7,12.2,15,36.2,-
801+,Showa UniversityJapan,28.2,14.4,8.3,10.5,35.8,-
801+,Siberian Federal UniversityRussian Federation,20.3,15.4,8.9,3.1,36.3,-
801+,Sidi Mohamed Ben Abdellah UniversityMorocco,21.9,21.1,6.2,2.4,32.1,-
801+,University of Silesia in KatowicePoland,17.1,21.8,7.7,22.7,32.1,-
801+,"Simón Bolívar UniversityVenezuela, Bolivarian Republic of",15.8,39.2,11.3,16.8,-,-
801+,Slovak University of Technology in BratislavaSlovakia,20.3,27.9,9.5,13.8,34.9,-
801+,Sofia UniversityBulgaria,18.8,38,10.8,9.5,33.7,-
801+,Sophia UniversityJapan,19.9,36.9,10.4,7.7,33.4,-
801+,University of South AfricaSouth Africa,16.9,34.3,9.9,12.6,32.4,-
801+,South Valley UniversityEgypt,12.5,43.5,4.4,22.2,32.1,-
801+,Southern Federal UniversityRussian Federation,22.1,21.7,8,10.7,40,-
801+,University of Southern MississippiUnited States,20.1,22.6,8.5,23,38.3,-
801+,Southwest Jiaotong UniversityChina,18.1,18.5,12.1,5.8,76.5,-
801+,SRM UniversityIndia,14.9,14.8,7.2,7.1,32.6,-
801+,State University of MaringáBrazil,16.9,13.8,9.9,5.1,32.5,-
801+,University of TalcaChile,14.1,46.2,11.2,12.3,32.1,-
801+,Tamkang UniversityTaiwan,13.4,23,11.2,12.2,34.6,-
801+,Taras Shevchenko National University of KyivUkraine,29.5,30.5,10.7,5.7,32.8,-
801+,Technical University of LiberecCzech Republic,17.8,28.8,9.6,3.7,35.7,-
801+,Universiti Teknologi MARAMalaysia,14.8,15.9,8.6,11.5,32.4,-
801+,"University of the Andes, VenezuelaVenezuela, Bolivarian Republic of",13.1,41.5,6.9,13.2,32.1,-
801+,University of the PhilippinesPhilippines,20.1,42.1,9.3,13.5,40.8,-
801+,University of TlemcenAlgeria,21.7,39.1,10.1,4.5,32.1,-
801+,Tokai UniversityJapan,19.5,20.2,8.6,20.7,36.4,-
801+,Tokyo City UniversityJapan,16.4,17.4,8.8,10.1,36.9,-
801+,Tokyo Denki UniversityJapan,13.4,15.9,7.7,2.3,-,-
801+,Tokyo University of Marine Science and TechnologyJapan,22.2,26.4,12.7,11,53,-
801+,Tomas Bata University in ZlínCzech Republic,15.9,46,13.7,12.6,34.5,-
801+,Tottori UniversityJapan,25,17.9,8.4,11.4,36.7,-
801+,University of ToyamaJapan,21.4,24.5,12,17.7,41.9,-
801+,University of Tunis El ManarTunisia,17.9,39.6,7.4,7.3,32.5,-
801+,Universiti Utara MalaysiaMalaysia,20.5,45.1,11,2.2,35.4,-
801+,Ural Federal UniversityRussian Federation,22.2,20,11.2,8.6,38.1,-
801+,Utsunomiya UniversityJapan,16.2,23.1,8.3,8.2,34,-
801+,V.N. Karazin Kharkiv National UniversityUkraine,21.2,50.8,8.3,2.4,32.4,-
801+,Vellore Institute of TechnologyIndia,15,20.3,7.7,7.3,33.4,-
801+,Voronezh State UniversityRussian Federation,19.2,23.2,7,1.3,34.1,-
801+,VŠB - Technical University of OstravaCzech Republic,15.6,27.1,11.7,20.8,37.9,-
801+,University of West BohemiaCzech Republic,15.8,24.5,11.1,19.8,35.9,-
801+,Wuhan University of TechnologyChina,18.3,16.5,11.1,15.8,59.2,-
801+,Xiangtan UniversityChina,13.3,14.6,8.9,31.5,36.4,-
801+,Xidian UniversityChina,17.5,14.5,13.4,12.4,78.2,-
801+,Yamaguchi UniversityJapan,21.5,20.3,11.5,11.9,41,-
801+,"Yazd UniversityIran, Islamic Republic of",28,15.5,10.8,14.4,34.2,-
801+,Yıldız Technical UniversityTurkey,13.6,18.5,8.1,22.5,44.7,-
801+,Yokohama National UniversityJapan,20.9,23.1,17.2,11.9,45.4,-
801+,University of ZagrebCroatia,20.4,25.4,11.6,17.1,44.6,-
801+,"University of ZanjanIran, Islamic Republic of",12.5,15.3,8.5,7.7,34.3,-
