Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11
401-500,Stellenbosch University,,3-5,,0.0,0.0,10.9,5.5,32.8,17.4
401-500,Stockholm School of Economics,,11,,0.0,16.1,0.0,,9.6,41.2
401-500,Technical University Darmstadt,,27-37,,14.4,0.0,0.0,9.7,26.9,15.1
401-500,Technical University of Berlin,,27-37,,16.1,0.0,0.0,8.5,30.5,16.7
401-500,The University of Texas at Arlington,,120-135,,0.0,0.0,15.4,3.5,24.1,18.7
401-500,The University of Texas Medical Branch at Galveston,,120-135,,0.0,0.0,10.9,9.6,22.6,18.4
401-500,The University of Tokushima,,14-17,,13.4,0.0,10.9,6.5,19.9,16.2
401-500,Thomas Jefferson University,,120-135,,0.0,0.0,10.9,6.4,27.2,29.0
401-500,Tokyo University of Science,,14-17,,12.4,0.0,10.9,4.5,23.7,18.6
401-500,Ulsan National Institute of Science and Technology,,8-12,,0.0,0.0,21.8,3.9,18.8,27.1
401-500,Universitat Jaume I,,8-11,,0.0,0.0,18.9,1.5,21.4,21.4
401-500,University at Albany (State University of New York),,120-135,,0.0,0.0,10.9,7.8,26.9,19.4
401-500,University of Aveiro,,3-5,,0.0,0.0,10.9,3.6,30.7,16.3
401-500,University of Bayreuth,,27-37,,0.0,0.0,10.9,14.1,23.0,14.4
401-500,University of Bremen,,27-37,,0.0,0.0,0.0,13.7,30.0,16.4
401-500,University of Campinas,,4-6,,0.0,0.0,0.0,4.2,42.5,21.2
401-500,University of Canterbury,,4,,0.0,0.0,15.4,7.4,24.3,22.7
401-500,University of Coimbra,,3-5,,0.0,0.0,0.0,7.9,34.0,17.4
401-500,University of Ferrara,,13-16,,0.0,0.0,10.9,4.7,25.5,21.7
401-500,University of Fribourg,,8,,0.0,0.0,18.9,8.3,20.7,21.5
401-500,University of Hannover,,27-37,,0.0,0.0,10.9,7.1,26.1,14.5
401-500,University of Iceland,,1,,0.0,0.0,10.9,9.9,23.3,13.7
401-500,University of Johannesburg,,3-5,,0.0,0.0,18.9,0.0,26.6,16.2
401-500,University of Konstanz,,27-37,,0.0,0.0,10.9,14.5,23.6,14.8
401-500,University of KwaZulu-Natal,,3-5,,0.0,0.0,0.0,8.2,33.6,17.2
401-500,University of Ljubljana,,1,,0.0,0.0,0.0,8.0,35.0,15.0
401-500,University of Malaya,,1-2,,0.0,0.0,0.0,2.3,45.4,22.6
401-500,University of Marburg,,27-37,,10.2,0.0,0.0,14.4,28.7,16.4
401-500,University of Minho,,3-5,,0.0,0.0,10.9,3.5,30.1,16.0
401-500,University of Montana - Missoula,,120-135,,5.1,0.0,15.4,11.7,17.5,18.0
401-500,University of New Hampshire - Durham,,120-135,,0.0,0.0,15.4,10.9,23.0,18.3
401-500,University of Nice Sophia Antipolis,,18-20,,0.0,0.0,0.0,17.2,25.3,15.0
401-500,University of Oklahoma - Norman,,120-135,,0.0,0.0,10.9,9.0,30.4,15.9
401-500,University of Oulu,,3-5,,11.4,0.0,0.0,6.8,30.1,15.8
401-500,University of Palermo,,13-16,,0.0,0.0,10.9,6.6,29.8,16.7
401-500,University of Potsdam,,27-37,,0.0,0.0,10.9,11.2,27.3,15.6
401-500,University of Regensburg,,27-37,,0.0,0.0,0.0,17.3,27.0,15.9
401-500,University of Rostock,,27-37,,0.0,0.0,10.9,8.3,25.2,14.2
401-500,"University of Science, Malaysia",,1-2,,0.0,0.0,18.9,3.3,28.0,16.9
401-500,University of the Basque Country,,8-11,,0.0,0.0,0.0,11.7,37.3,15.3
401-500,University of Trieste,,13-16,,0.0,0.0,10.9,10.1,26.5,22.9
401-500,University of Turku,,3-5,,0.0,0.0,0.0,11.1,34.4,17.9
401-500,University of Valencia,,8-11,,0.0,0.0,0.0,5.5,43.0,15.7
401-500,University of Wyoming,,120-135,,0.0,0.0,10.9,12.5,23.1,17.8
401-500,Vienna University of Technology,,4,,0.0,0.0,0.0,14.6,29.8,25.8
401-500,Vita-Salute San Raffaele University,,13-16,,0.0,0.0,10.9,7.3,17.2,33.6
401-500,Washington State University,,120-135,,0.0,0.0,10.9,6.7,31.9,17.4
401-500,West Virginia University,,120-135,,0.0,0.0,10.9,7.5,30.0,11.9
401-500,Wuhan University of Technology,,34-45,,0.0,0.0,18.9,0.0,29.9,11.7
