California Institute of TechnologyUnited States of America,1,1
Stanford UniversityUnited States of America,2,2
University of OxfordUnited Kingdom,4,2
Harvard UniversityUnited States of America,2,4
Massachusetts Institute of TechnologyUnited States of America,7,5
Princeton UniversityUnited States of America,5,6
University of CambridgeUnited Kingdom,6,7
Imperial College LondonUnited Kingdom,8,8
"University of California, BerkeleyUnited States of America",10,9
University of ChicagoUnited States of America,9,10
Yale UniversityUnited States of America,11,11
ETH Zurich – Swiss Federal Institute of Technology ZurichSwitzerland,15,12
"University of California, Los AngelesUnited States of America",13,13
Columbia UniversityUnited States of America,12,14
University of PennsylvaniaUnited States of America,16,15
Johns Hopkins UniversityUnited States of America,14,16
University College LondonUnited Kingdom,17,17
Cornell UniversityUnited States of America,20,18
Northwestern UniversityUnited States of America,26,19
University of MichiganUnited States of America,18,20
University of TorontoCanada,19,21
Carnegie Mellon UniversityUnited States of America,21,22
Duke UniversityUnited States of America,22,23
University of WashingtonUnited States of America,25,24
Georgia Institute of TechnologyUnited States of America,24,25
University of Texas at AustinUnited States of America,29,25
University of TokyoJapan,30,27
University of MelbourneAustralia,37,28
National University of SingaporeSingapore,40,29
University of British ColumbiaCanada,22,30
University of Wisconsin-MadisonUnited States of America,27,31
University of EdinburghUnited Kingdom,36,32
University of Illinois at Urbana-ChampaignUnited States of America,31,33
McGill UniversityCanada,28,34
University of Hong KongHong Kong,34,35
"University of California, Santa BarbaraUnited States of America",35,35
Australian National UniversityAustralia,38,37
"University of California, San DiegoUnited States of America",33,38
London School of Economics and Political ScienceUnited Kingdom,47,39
École Polytechnique Fédérale de LausanneSwitzerland,46,40
New York UniversityUnited States of America,44,41
Karolinska InstituteSweden,32,42
University of North Carolina at Chapel HillUnited States of America,43,42
"University of California, DavisUnited States of America",38,44
Washington University in St LouisUnited States of America,41,44
Peking UniversityChina,49,46
University of MinnesotaUnited States of America,42,47
LMU MunichGermany,45,48
University of ManchesterUnited Kingdom,48,49
Pohang University of Science and TechnologySouth Korea,53,50
Brown UniversityUnited States of America,49,51
Tsinghua UniversityChina,71,52
Ohio State UniversityUnited States of America,57,53
Kyoto UniversityJapan,52,54
Boston UniversityUnited States of America,54,54
University of Southern CaliforniaUnited States of America,55,56
King’s College LondonUnited Kingdom,56,57
KU LeuvenBelgium,67,58
École Normale SupérieureFrance,59,59
Seoul National UniversitySouth Korea,124,59
