Harvard UniversityUnited States of America,1,2
California Institute of TechnologyUnited States of America,2,1
Massachusetts Institute of TechnologyUnited States of America,3,7
Stanford UniversityUnited States of America,4,2
Princeton UniversityUnited States of America,5,5
University of OxfordUnited Kingdom,6,4
University of CambridgeUnited Kingdom,6,6
"University of California, BerkeleyUnited States of America",8,10
Imperial College LondonUnited Kingdom,9,8
Yale UniversityUnited States of America,10,11
"University of California, Los AngelesUnited States of America",11,13
University of ChicagoUnited States of America,12,9
Johns Hopkins UniversityUnited States of America,13,14
Cornell UniversityUnited States of America,14,20
ETH Zurich â€“ Swiss Federal Institute of Technology ZurichSwitzerland,15,15
University of MichiganUnited States of America,15,18
University of TorontoCanada,17,19
Columbia UniversityUnited States of America,18,12
University of PennsylvaniaUnited States of America,19,16
Carnegie Mellon UniversityUnited States of America,20,21
University of Hong KongHong Kong,21,34
University College LondonUnited Kingdom,22,17
University of WashingtonUnited States of America,23,25
Duke UniversityUnited States of America,24,22
Northwestern UniversityUnited States of America,25,26
University of TokyoJapan,26,30
Georgia Institute of TechnologyUnited States of America,27,24
Pohang University of Science and TechnologySouth Korea,28,53
"University of California, Santa BarbaraUnited States of America",29,35
University of British ColumbiaCanada,30,22
University of North Carolina at Chapel HillUnited States of America,30,43
"University of California, San DiegoUnited States of America",32,33
University of Illinois at Urbana-ChampaignUnited States of America,33,31
National University of SingaporeSingapore,34,40
McGill UniversityCanada,35,28
University of MelbourneAustralia,36,37
Peking UniversityChina,37,49
Washington University in St LouisUnited States of America,38,41
Ã‰cole PolytechniqueFrance,39,63
University of EdinburghUnited Kingdom,40,36
Hong Kong University of Science and TechnologyHong Kong,41,62
Ã‰cole Normale SupÃ©rieureFrance,42,59
Karolinska InstituteSweden,43,32
Australian National UniversityAustralia,43,38
University of GÃ¶ttingenGermany,43,69
University of WisconsinUnited States of America,43,27
Rice UniversityUnited States of America,47,72
Ã‰cole Polytechnique FÃ©dÃ©rale de LausanneSwitzerland,48,46
"University of California, IrvineUnited States of America",49,86
University of Science and Technology of ChinaChina,49,192
Vanderbilt UniversityUnited States of America,51,70
University of MinnesotaUnited States of America,52,42
Tufts UniversityUnited States of America,53,77
"University of California, DavisUnited States of America",54,38
Brown UniversityUnited States of America,55,49
University of MassachusettsUnited States of America,56,64
Kyoto UniversityJapan,57,52
Tsinghua UniversityChina,58,71
Boston UniversityUnited States of America,59,54
New York UniversityUnited States of America,60,44
LMU MunichGermany,61,45
Emory UniversityUnited States of America,61,75
University of Notre DameUnited States of America,63,89
