California Institute of TechnologyUnited States of America,1,1
Harvard UniversityUnited States of America,2,2
University of OxfordUnited Kingdom,2,3
Stanford UniversityUnited States of America,4,4
University of CambridgeUnited Kingdom,7,5
Massachusetts Institute of TechnologyUnited States of America,5,6
Princeton UniversityUnited States of America,6,7
"University of California, BerkeleyUnited States of America",8,8
Imperial College LondonUnited Kingdom,10,9
Yale UniversityUnited States of America,11,9
University of ChicagoUnited States of America,9,11
"University of California, Los AngelesUnited States of America",12,12
ETH Zurich – Swiss Federal Institute of Technology ZurichSwitzerland,14,13
Columbia UniversityUnited States of America,13,14
Johns Hopkins UniversityUnited States of America,15,15
University of PennsylvaniaUnited States of America,16,16
University of MichiganUnited States of America,18,17
Duke UniversityUnited States of America,17,18
Cornell UniversityUnited States of America,19,19
University of TorontoCanada,20,20
Northwestern UniversityUnited States of America,22,21
University College LondonUnited Kingdom,21,22
University of TokyoJapan,23,23
Carnegie Mellon UniversityUnited States of America,24,24
National University of SingaporeSingapore,26,25
University of WashingtonUnited States of America,25,26
Georgia Institute of TechnologyUnited States of America,28,27
University of Texas at AustinUnited States of America,27,28
University of Illinois at Urbana-ChampaignUnited States of America,29,29
University of Wisconsin-MadisonUnited States of America,30,29
LMU MunichGermany,55,29
University of British ColumbiaCanada,31,32
University of MelbourneAustralia,34,33
London School of Economics and Political ScienceUnited Kingdom,32,34
École Polytechnique Fédérale de LausanneSwitzerland,37,34
University of EdinburghUnited Kingdom,39,36
"University of California, Santa BarbaraUnited States of America",33,37
New York UniversityUnited States of America,40,38
McGill UniversityCanada,35,39
King’s College LondonUnited Kingdom,38,40
"University of California, San DiegoUnited States of America",40,41
Washington University in St LouisUnited States of America,42,42
University of Hong KongHong Kong,43,43
Karolinska InstituteSweden,36,44
Australian National UniversityAustralia,48,45
University of MinnesotaUnited States of America,46,46
University of North Carolina at Chapel HillUnited States of America,47,46
Peking UniversityChina,45,48
Tsinghua UniversityChina,50,49
Seoul National UniversitySouth Korea,44,50
Hong Kong University of Science and TechnologyHong Kong,57,51
Korea Advanced Institute of Science and Technology (KAIST)South Korea,56,52
University of ManchesterUnited Kingdom,58,52
Brown UniversityUnited States of America,52,54
"University of California, DavisUnited States of America",52,55
KU LeuvenBelgium,61,55
Boston UniversityUnited States of America,50,57
Pennsylvania State UniversityUnited States of America,49,58
Kyoto UniversityJapan,52,59
University of SydneyAustralia,72,60
École PolytechniqueFrance,70,61
Nanyang Technological UniversitySingapore,76,61
Leiden UniversityNetherlands,67,64
The University of QueenslandAustralia,63,65
Pohang University of Science and TechnologySouth Korea,60,66
University of GöttingenGermany,63,67
Ohio State UniversityUnited States of America,59,68
Rice UniversityUnited States of America,65,69
Heidelberg UniversityGermany,68,70
Delft University of TechnologyNetherlands,69,71
Erasmus University RotterdamNetherlands,73,72
Wageningen University and Research CenterNetherlands,77,73
University of BristolUnited Kingdom,79,74
University of Southern CaliforniaUnited States of America,70,75
University of BaselSwitzerland,74,75
University of AmsterdamNetherlands,83,77
École Normale SupérieureFrance,65,78
Utrecht UniversityNetherlands,74,79
Humboldt University of BerlinGermany,94,80
Free University of BerlinGermany,86,81
Michigan State UniversityUnited States of America,83,82
Durham UniversityUnited Kingdom,80,83
Monash UniversityAustralia,91,83
University of Notre DameUnited States of America,90,86
University of ArizonaUnited States of America,103,86
Tufts UniversityUnited States of America,80,88
"University of California, IrvineUnited States of America",93,88
Ghent UniversityBelgium,85,90
University of PittsburghUnited States of America,78,91
University of MassachusettsUnited States of America,132,91
Emory UniversityUnited States of America,80,93
McMaster UniversityCanada,92,94
University of GlasgowUnited Kingdom,117,94
Vanderbilt UniversityUnited States of America,88,96
University of Colorado BoulderUnited States of America,97,97
Technical University of MunichGermany,87,98
Stockholm UniversitySweden,103,98
Uppsala UniversitySweden,111,98
Maastricht UniversityNetherlands,98,101
Purdue UniversityUnited States of America,62,102
Pierre and Marie Curie UniversityFrance,96,103
University of HelsinkiFinland,100,103
University of ZurichSwitzerland,121,103
University of WarwickUnited Kingdom,141,103
Queen Mary University of LondonUnited Kingdom,114,107
University of GenevaSwitzerland,124,107
University of New South WalesAustralia,114,109
"University of California, Santa CruzUnited States of America",136,109
University of St AndrewsUnited Kingdom,117,111
University of SussexUnited Kingdom,121,111
University of YorkUnited Kingdom,100,113
University of MontrealCanada,106,113
Case Western Reserve UniversityUnited States of America,88,116
University of GroningenNetherlands,98,117
"Royal Holloway, University of LondonUnited Kingdom",102,118
Lund UniversitySweden,123,119
Paris-Sud UniversityFrance,114,120
University of RochesterUnited States of America,95,121
University of SheffieldUnited Kingdom,112,121
Technical University of DenmarkDenmark,117,121
University of AlbertaCanada,109,124
University of Cape TownSouth Africa,126,124
KTH Royal Institute of TechnologySweden,117,126
University of FloridaUnited States of America,128,126
Boston CollegeUnited States of America,135,126
Chinese University of Hong KongHong Kong,109,129
University of VirginiaUnited States of America,112,130
Lancaster UniversityUnited Kingdom,137,131
"University of Maryland, College ParkUnited States of America",108,132
University of SouthamptonUnited Kingdom,146,132
University of BernSwitzerland,157,132
University of LausanneSwitzerland,132,136
VU University AmsterdamNetherlands,144,136
Trinity College DublinRepublic of Ireland,129,138
Boğaziçi UniversityTurkey,199,139
Radboud University NijmegenNetherlands,131,140
Tokyo Institute of TechnologyJapan,125,141
Colorado School of MinesUnited States of America,139,141
Texas A&M UniversityUnited States of America,159,141
"Rutgers, the State University of New JerseyUnited States of America",103,144
Eindhoven University of TechnologyNetherlands,106,144
University of LeedsUnited Kingdom,139,146
Brandeis UniversityUnited States of America,164,147
University of BirminghamUnited Kingdom,153,148
Indiana UniversityUnited States of America,132,150
"University of California, RiversideUnited States of America",148,150
Dartmouth CollegeUnited States of America,126,152
Aarhus UniversityDenmark,138,153
University of ExeterUnited Kingdom,148,154
National Taiwan UniversityTaiwan,142,155
