California Institute of TechnologyUnited States of America,1,1
University of OxfordUnited Kingdom,2,2
Harvard UniversityUnited States of America,4,2
Stanford UniversityUnited States of America,2,4
Massachusetts Institute of TechnologyUnited States of America,5,5
Princeton UniversityUnited States of America,6,6
University of CambridgeUnited Kingdom,7,7
"University of California, BerkeleyUnited States of America",9,8
University of ChicagoUnited States of America,10,9
Imperial College LondonUnited Kingdom,8,10
Yale UniversityUnited States of America,11,11
"University of California, Los AngelesUnited States of America",13,12
Columbia UniversityUnited States of America,14,13
ETH Zurich – Swiss Federal Institute of Technology ZurichSwitzerland,12,14
Johns Hopkins UniversityUnited States of America,16,15
University of PennsylvaniaUnited States of America,15,16
Duke UniversityUnited States of America,23,17
University of MichiganUnited States of America,20,18
Cornell UniversityUnited States of America,18,19
University of TorontoCanada,21,20
University College LondonUnited Kingdom,17,21
Northwestern UniversityUnited States of America,19,22
University of TokyoJapan,27,23
Carnegie Mellon UniversityUnited States of America,22,24
University of WashingtonUnited States of America,24,25
National University of SingaporeSingapore,29,26
University of Texas at AustinUnited States of America,25,27
Georgia Institute of TechnologyUnited States of America,25,28
University of Illinois at Urbana-ChampaignUnited States of America,33,29
University of Wisconsin-MadisonUnited States of America,31,30
University of British ColumbiaCanada,30,31
London School of Economics and Political ScienceUnited Kingdom,39,32
"University of California, Santa BarbaraUnited States of America",35,33
University of MelbourneAustralia,28,34
McGill UniversityCanada,34,35
Karolinska InstituteSweden,42,36
École Polytechnique Fédérale de LausanneSwitzerland,40,37
King’s College LondonUnited Kingdom,57,38
University of EdinburghUnited Kingdom,32,39
"University of California, San DiegoUnited States of America",38,40
New York UniversityUnited States of America,41,40
Washington University in St LouisUnited States of America,44,42
University of Hong KongHong Kong,35,43
Seoul National UniversitySouth Korea,59,44
Peking UniversityChina,46,45
University of MinnesotaUnited States of America,47,46
University of North Carolina at Chapel HillUnited States of America,42,47
Australian National UniversityAustralia,37,48
Pennsylvania State UniversityUnited States of America,61,49
Tsinghua UniversityChina,52,50
Boston UniversityUnited States of America,54,50
"University of California, DavisUnited States of America",44,52
Brown UniversityUnited States of America,51,52
Kyoto UniversityJapan,54,52
LMU MunichGermany,48,55
Korea Advanced Institute of Science and Technology (KAIST)South Korea,68,56
Hong Kong University of Science and TechnologyHong Kong,65,57
University of ManchesterUnited Kingdom,49,58
Ohio State UniversityUnited States of America,53,59
Pohang University of Science and TechnologySouth Korea,50,60
KU LeuvenBelgium,58,61
Purdue UniversityUnited States of America,69,62
The University of QueenslandAustralia,65,63
University of GöttingenGermany,70,63
École Normale SupérieureFrance,59,65
Rice UniversityUnited States of America,75,65
Leiden UniversityNetherlands,64,67
Heidelberg UniversityGermany,78,68
Delft University of TechnologyNetherlands,77,69
University of Southern CaliforniaUnited States of America,56,70
École PolytechniqueFrance,62,70
University of SydneyAustralia,62,72
Erasmus University RotterdamNetherlands,72,73
Utrecht UniversityNetherlands,67,74
University of BaselSwitzerland,142,74
Nanyang Technological UniversitySingapore,86,76
Wageningen University and Research CenterNetherlands,70,77
University of PittsburghUnited States of America,76,78
University of BristolUnited Kingdom,74,79
Emory UniversityUnited States of America,79,80
Durham UniversityUnited Kingdom,80,80
Tufts UniversityUnited States of America,87,80
University of AmsterdamNetherlands,83,83
Michigan State UniversityUnited States of America,94,83
Ghent UniversityBelgium,93,85
Free University of BerlinGermany,128,86
Technical University of MunichGermany,105,87
Case Western Reserve UniversityUnited States of America,104,88
Vanderbilt UniversityUnited States of America,106,88
University of Notre DameUnited States of America,94,90
Monash UniversityAustralia,99,91
McMaster UniversityCanada,88,92
"University of California, IrvineUnited States of America",96,93
Humboldt University of BerlinGermany,99,94
University of RochesterUnited States of America,102,95
Pierre and Marie Curie UniversityFrance,81,96
University of Colorado BoulderUnited States of America,91,97
University of GroningenNetherlands,89,98
Maastricht UniversityNetherlands,115,98
University of YorkUnited Kingdom,103,100
University of HelsinkiFinland,109,100
"Royal Holloway, University of LondonUnited Kingdom",119,102
University of ArizonaUnited States of America,98,103
"Rutgers, the State University of New JerseyUnited States of America",99,103
Stockholm UniversitySweden,117,103
University of MontrealCanada,84,106
Eindhoven University of TechnologyNetherlands,114,106
"University of Maryland, College ParkUnited States of America",97,108
University of AlbertaCanada,121,109
Chinese University of Hong KongHong Kong,124,109
Uppsala UniversitySweden,106,111
University of SheffieldUnited Kingdom,110,112
University of VirginiaUnited States of America,118,112
University of New South WalesAustralia,85,114
Paris-Sud UniversityFrance,92,114
Queen Mary University of LondonUnited Kingdom,145,114
University of St AndrewsUnited Kingdom,108,117
University of GlasgowUnited Kingdom,139,117
KTH Royal Institute of TechnologySweden,140,117
Technical University of DenmarkDenmark,149,117
University of ZurichSwitzerland,89,121
University of SussexUnited Kingdom,110,121
Lund UniversitySweden,82,123
University of GenevaSwitzerland,133,124
Tokyo Institute of TechnologyJapan,128,125
University of Cape TownSouth Africa,113,126
Dartmouth CollegeUnited States of America,124,126
University of FloridaUnited States of America,122,128
Trinity College DublinRepublic of Ireland,110,129
RWTH Aachen UniversityGermany,154,129
Radboud University NijmegenNetherlands,127,131
University of MassachusettsUnited States of America,72,132
University of LausanneSwitzerland,130,132
Indiana UniversityUnited States of America,134,132
Boston CollegeUnited States of America,150,135
"University of California, Santa CruzUnited States of America",122,136
Lancaster UniversityUnited Kingdom,145,137
